vin,name,model_id,make_name,model_name,body_style,door_count,engine_cylinders,price,transmission,trim,year,normalized_color_exterior,normalized_color_interior
19UUA66215A041833,Acura TL,20000008,Acura,TL,Sedan,4,0,5999,Automatic,3.2,2005,White,Black
5FRYD3H39HB010853,Acura MDX,20000002,Acura,MDX,SUV,4,0,19999,Automatic,3.5L,2017,Silver,Gray
5J8TC2H86NL004815,Acura RDX,20000004,Acura,RDX,SUV,4,0,39911,Automatic,A-Spec Advance Package,2022,Blue,
5J8TC1H67NL006730,Acura RDX,20000004,Acura,RDX,SUV,4,0,38995,Automatic,A-Spec Package,2022,White,Red
JH4NA1156MT001434,Acura NSX,20000003,Acura,NSX,,2,0,139995,Manual,,1991,Red,Black
19UUA9F50CA000604,Acura TL,20000008,Acura,TL,Sedan,4,0,9995,Automatic,Technology,2012,Gray,Black
5J8TB3H59DL002487,Acura RDX,20000004,Acura,RDX,,4,0,15399,Automatic,Technology,2013,Red,White
19UUB2F53HA002049,Acura TLX,20001152,Acura,TLX,Sedan,4,0,16995,Automatic,w/Technology Package,2017,Silver,Black
19UDE4H68PA011773,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,30998,Automatic,A-Spec Technology,2023,White,Red
5FRYD3H28GB003124,Acura MDX,20000002,Acura,MDX,SUV,4,0,17498,Automatic,,2016,White,Beige
19UUA66236A061843,Acura TL,20000008,Acura,TL,Sedan,4,0,7499,Automatic,,2006,Silver,Black
5J8YD8H85RL001884,Acura MDX,20000002,Acura,MDX,SUV,4,0,72980,Automatic,Type S w/Advance Package,2024,White,Red
5J8YD9H44NL003946,Acura MDX,20000002,Acura,MDX,SUV,4,0,40995,Automatic,Technology,2022,Black,
19UDE2F70MA010483,Acura ILX,20001064,Acura,ILX,Sedan,4,0,23998,Automatic,Premium &amp; A-SPEC Packages,2021,White,Gray
5J8TB4H39EL012071,Acura RDX,20000004,Acura,RDX,SUV,4,0,12888,Automatic,,2014,Gray,Black
19UUB2F3XFA008409,Acura TLX,20001152,Acura,TLX,Sedan,4,0,14995,Automatic,V6,2015,Black,Black
5J8YD3H8XLL007903,Acura MDX,20000002,Acura,MDX,SUV,4,0,31990,Automatic,3.5L,2020,White,Beige
JH4CU2F60CC007329,Acura TSX,20000009,Acura,TSX,Sedan,4,0,12995,Automatic,Technology,2012,Red,Beige
5J8YD9H34NL004120,Acura MDX,20000002,Acura,MDX,SUV,4,0,27500,Automatic,,2022,White,
2HNYDH62BH545671,Acura MDX,20000002,Acura,MDX,SUV,0,0,10990,Automatic,3.7L Technology,2011,Gray,Beige
5J8YD9H33PL000840,Acura MDX,20000002,Acura,MDX,SUV,4,0,44090,Automatic,Standard,2023,Red,Beige
5J8YD3H35KL002496,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,23998,Automatic,3.5L,2019,Silver,Gray
5J8YD9H44NL005695,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,40995,Automatic,Technology,2022,Red,Beige
19UUB5F44MA004993,Acura TLX,20001152,Acura,TLX,Sedan,4,0,28998,Automatic,Technology,2021,Silver,Black
5J8YD4H5XJL001012,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,25400,Automatic,3.5L,2018,Silver,Black
5J8YD9H45NL006094,Acura MDX,20000002,Acura,MDX,SUV,4,0,39899,Automatic,Technology Package,2022,Black,Black
5FRYD3H4XGB004762,Acura MDX,20000002,Acura,MDX,SUV,4,0,14990,Automatic,3.5L,2016,Gray,Black
19UUB1F35GA000326,Acura TLX,20001152,Acura,TLX,Sedan,4,0,0,Automatic,,2016,Black,Black
19UUA865X9A012472,Acura TL,20000008,Acura,TL,Sedan,4,0,10850,Automatic,Technology,2009,Gray,Black
5FRYD3H22GB020114,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,17998,Automatic,,2016,White,Beige
19UUB2F31GA006629,Acura TLX,20001152,Acura,TLX,Sedan,4,0,16995,Automatic,V6,2016,Black,Black
19UDE2F84KA005535,Acura ILX,20001064,Acura,ILX,Sedan,4,0,21995,Automatic,,2019,White,Black
5J8TB3H37HL019129,Acura RDX,20000004,Acura,RDX,wagon,4,6,19000,Automatic,w/AcuraWatch Plus,2017,Black,Black
19UUB2F52FA011161,Acura TLX,20001152,Acura,TLX,Sedan,4,0,18998,Automatic,V6 Tech,2015,Gray,Gray
19UUB1F37FA026084,Acura TLX,20001152,Acura,TLX,Sedan,4,0,13999,Automatic,,2015,Silver,
5J8YD4H50LL037570,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,31880,Automatic,3.5L w/Technology Package,2020,Blue,Gray
5J8YD3H50LL011965,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,34885,Automatic,3.5L,2020,Black,Black
5J8TB3H37FL003493,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,13995,Automatic,,2015,Black,Black
19UUA75577A019694,Acura TL,20000008,Acura,TL,Sedan,4,0,24995,Manual,Type S w/Navigation,2007,Black,Black
19UUB2F31JA007836,Acura TLX,20001152,Acura,TLX,Sedan,4,0,16999,Automatic,,2018,Silver,Black
5J8YE1H00NL049088,Acura MDX,20000002,Acura,MDX,SUV,4,0,0,Automatic,A-Spec Package,2022,Black,Red
JH4CU2F63DC011425,Acura TSX,20000009,Acura,TSX,Sedan,4,0,16500,Automatic,Technology,2013,Black,Black
5J8TC1H54ML006173,Acura RDX,20000004,Acura,RDX,SUV,4,0,29999,Automatic,Technology Package,2021,Black,Black
5J8TB3H52JL011849,Acura RDX,20000004,Acura,RDX,SUV,4,0,21591,Automatic,Technology Package,2018,Gray,Black
5J8TB3H31JL005913,Acura RDX,20000004,Acura,RDX,SUV,4,0,17488,Automatic,,2018,Black,Black
19VDE1F5XDE016482,Acura ILX,20001064,Acura,ILX,,4,0,0,Automatic,2.0L w/Premium Package,2013,Gray,Beige
5FRYD3H45FB006367,Acura MDX,20000002,Acura,MDX,SUV,4,0,15039,Automatic,3.5L Technology Package,2015,,
19UUB5F59MA013374,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32795,Automatic,A-Spec,2021,Blue,Black
19UUB6F64MA000773,Acura TLX,20001152,Acura,TLX,Sedan,4,0,38888,Automatic,Advance,2021,Black,Gray
19UDE2F35JA002369,Acura ILX,20001064,Acura,ILX,Sedan,4,0,18777,Automatic,,2018,White,Beige
19UUB1F30GA010164,Acura TLX,20001152,Acura,TLX,Sedan,4,0,18150,Automatic,,2016,White,Brown
5J8YD9H36NL007049,Acura MDX,20000002,Acura,MDX,SUV,4,0,36895,Automatic,,2022,Gray,
19UUA76557A011514,Acura TL,20000008,Acura,TL,Sedan,4,0,10988,Automatic,Type S,2007,Silver,Beige
JH4CU2F66CC002409,Acura TSX,20000009,Acura,TSX,Sedan,4,0,12995,Automatic,Technology,2012,Black,Gray
19UDE4G77PA003478,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,30995,Manual,w/A-Spec Tech Package,2023,White,Gray
19UUB3F77HA001395,Acura TLX,20001152,Acura,TLX,,4,0,17999,Automatic,V6 w/Advance Package,2017,Black,Black
JH4CU2F4XDC003689,Acura TSX,20000009,Acura,TSX,Sedan,4,0,11995,Automatic,2.4,2013,Gray,Gray
5J8TC2H8XNL000170,Acura RDX,20000004,Acura,RDX,SUV,4,0,37995,Automatic,A-Spec Advance Package,2022,White,Black
5J8TC1H53NL003539,Acura RDX,20000004,Acura,RDX,SUV,4,0,35095,Automatic,Technology Package,2022,Gray,Black
19UDE2F85NA003166,Acura ILX,20001064,Acura,ILX,Sedan,4,0,26991,Automatic,Premium &amp; A-SPEC Packages,2022,Blue,Black
5J8TC1H59ML010994,Acura RDX,20000004,Acura,RDX,SUV,4,0,31995,Automatic,Technology Package,2021,White,Beige
19VDE1F38FE000105,Acura ILX,20001064,Acura,ILX,Sedan,4,0,12900,Automatic,2.0L,2015,Black,Black
5J8YD3H31JL000503,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,21998,Automatic,3.5L,2018,Silver,Black
5J8TC1H5XML018764,Acura RDX,20000004,Acura,RDX,SUV,4,0,29995,Automatic,Technology Package,2021,Gray,Black
5J8TC1H36ML011129,Acura RDX,20000004,Acura,RDX,SUV,4,0,27072,Automatic,,2021,Silver,Black
19UDE2F76MA010441,Acura ILX,20001064,Acura,ILX,Sedan,4,0,22993,Automatic,,2021,Gray,
2HNYD2H87CH529534,Acura MDX,20000002,Acura,MDX,SUV,4,0,11997,Automatic,3.7L,2012,Silver,Beige
19UDE4H26RA014008,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,29999,Automatic,,2024,Black,Black
19UDE2F75NA001389,Acura ILX,20001064,Acura,ILX,Sedan,4,0,29995,Automatic,Premium Package,2022,Black,
19UUB7F94PA002527,Acura TLX,20001152,Acura,TLX,Sedan,4,0,49334,Automatic,Type S,2023,White,
19UUB2F37GA008255,Acura TLX,20001152,Acura,TLX,Sedan,4,0,23988,Automatic,V6,2016,Black,Gray
5FRYD3H20GB007488,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,17999,Automatic,,2016,Gray,Black
19UUA8F23AA003378,Acura TL,20000008,Acura,TL,Sedan,4,0,9995,Automatic,3.5,2010,Gray,Black
5J8TC1H57ML015000,Acura RDX,20000004,Acura,RDX,SUV,4,0,29995,Automatic,Technology Package,2021,Gray,Black
5J8TC1H71ML003460,Acura RDX,20000004,Acura,RDX,SUV,4,0,37995,Automatic,Advance Package,2021,Black,Black
19UUB2F34FA003108,Acura TLX,20001152,Acura,TLX,Sedan,4,0,17495,Automatic,V6,2015,Gray,Gray
19UUB1F52HA007656,Acura TLX,20001152,Acura,TLX,Sedan,4,0,14488,Automatic,w/Technology Package,2017,Black,Black
19UUB1F33LA017152,Acura TLX,20001152,Acura,TLX,Sedan,4,0,21500,Automatic,,2020,Gray,Black
5FRYD4H41FB014925,Acura MDX,20000002,Acura,MDX,SUV,4,0,16500,Automatic,3.5L,2015,Gray,Black
5J8YE1H41NL005040,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,43995,Automatic,Technology Package,2022,Black,
5J8YE1H47PL021410,Acura MDX,20000002,Acura,MDX,SUV,4,0,46195,Automatic,Technology Package,2023,Purple,Black
JH4CU2F69CC003540,Acura TSX,20000009,Acura,TSX,Sedan,4,0,10995,Automatic,Technology,2012,,
2HNYD2H38CH520023,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,10995,Automatic,3.7L Technology,2012,Black,Black
5J8YD3H8XLL007447,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,35911,Automatic,3.5L w/Advance Package,2020,White,Black
5J8TC1H38ML000147,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,29998,Automatic,,2021,White,Black
19VDE1F38DE021078,Acura ILX,20001064,Acura,ILX,Sedan,4,0,10495,Automatic,2.0L,2013,Silver,Black
5FRYD4H95HB007488,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,22998,Automatic,3.5L w/Advance &amp; Entertainment Pkgs,2017,White,Beige
19UUA76558A003493,Acura TL,20000008,Acura,TL,Sedan,4,0,11999,Automatic,Type S,2008,White,
2HNYB1H49BH500130,Acura ZDX,20000918,Acura,ZDX,,4,0,17995,Automatic,Sport Utility 4D,2011,Gray,Black
19UDE4G79PA001862,Acura Integra,20000001,Acura,Integra,sedan,4,4,29971,Manual,w/A-Spec Tech Package,2023,Liquid Carbon Metallic,Red
5J8YD3H51LL011974,Acura MDX,20000002,Acura,MDX,SUV,4,0,32995,Automatic,3.5L,2020,Gray,Black
19UUB5F62MA009725,Acura TLX,20001152,Acura,TLX,Sedan,4,0,33288,Automatic,Advance,2021,Red,Black
19UUB2F55JA003919,Acura TLX,20001152,Acura,TLX,Sedan,4,0,12999,Automatic,Technology,2018,Black,Black
5J8TC1H67LL016736,Acura RDX,20000004,Acura,RDX,SUV,4,0,31800,Automatic,A-Spec,2020,Blue,Black
19UUB6F65MA009644,Acura TLX,20001152,Acura,TLX,Sedan,4,0,35980,Automatic,,2021,Black,Beige
5J8TC1H51NL005967,Acura RDX,20000004,Acura,RDX,SUV,4,0,34899,Automatic,Technology Package,2022,Black,Beige
5J8TC1H3XPL001255,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,39799,Automatic,,2023,Gray,Black
5J8TC1H51LL006713,Acura RDX,20000004,Acura,RDX,SUV,4,0,27900,Automatic,Technology Package,2020,Silver,Black
5J8YD4H50LL040937,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,29995,Automatic,3.5L w/Technology Package,2020,Silver,Black
5J8YE1H39PL026910,Acura MDX,20000002,Acura,MDX,SUV,4,0,42995,Automatic,,2023,White,Black
5J8TC1H59NL007790,Acura RDX,20000004,Acura,RDX,SUV,4,0,36295,Automatic,Technology Package,2022,Black,Black
19UDE4H2XRA002184,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,32295,Automatic,,2024,Silver,Black
5FRYD4H55HB036373,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,24995,Automatic,3.5L w/Technology Package,2017,White,Beige
19UDE2F72NA000636,Acura ILX,20001064,Acura,ILX,4dr Car,4,0,25513,Manual,w/Premium Package,2022,Gray,Black
5J8YD4H58KL020255,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,27991,Automatic,w/Technology Pkg,2019,Gray,Black
19UUB3F89KA003410,Acura TLX,20001152,Acura,TLX,4dr Car,4,0,29998,Automatic,w/Advance Pkg,2019,San Marino Red,Parchment
5J8TC1H78ML015332,Acura RDX,20000004,Acura,RDX,,4,0,34999,Automatic,Advance Package,2021,Platinum White Pearl,Ebony
19UUB7F9XPA001706,Acura TLX,20001152,Acura,TLX,Sedan,4,0,39995,Automatic,Type S,2023,Blk,Red
19UDE4H28RA004483,Acura Integra,20000001,Acura,Integra,,4,0,31488,Automatic,,2024,White,Graystone
5J8TC2H85PL004856,Acura RDX,20000004,Acura,RDX,,4,0,42663,Automatic,SH-AWD w/ A-Spec &amp; Advance Pkg,2023,Platinum White Pearl,Red
5J8YE1H88PL005834,Acura MDX,20000002,Acura,MDX,,4,0,48995,Automatic,SH-AWD w/ Advance Package,2023,Black,Black
5J8YD9H48RL000084,Acura MDX,20000002,Acura,MDX,,4,0,47999,Automatic,w/ Technology Package,2024,Liquid Carbon Metallic,Espresso
5J8TC2H67PL006414,Acura RDX,20000004,Acura,RDX,,4,0,41034,Automatic,AWD w/ A-Spec,2023,Apex Blue Pearl,Red
5J8YE1H32RL001091,Acura MDX,20000002,Acura,MDX,,4,0,46999,Automatic,SH-AWD,2024,Majestic Black Pearl,Parchment
19UUB1F51LA010086,Acura TLX,20001152,Acura,TLX,,4,0,18749,Automatic,w/ Technology Package,2020,Fathom Blue Pearl,Ebony
5J8TC1H58ML004586,Acura RDX,20000004,Acura,RDX,,4,0,26691,Automatic,w/ Technology Package,2021,Platinum White Pearl,Ebony
5J8YE1H03RL004877,Acura MDX,20000002,Acura,MDX,,4,0,53995,Automatic,SH-AWD w/ A-Spec Package,2024,Majestic Black Pearl,Espresso
5J8TC2H83PL015452,Acura RDX,20000004,Acura,RDX,,4,0,44995,Automatic,SH-AWD w/ A-Spec &amp; Advance Pkg,2023,Apex Blue Pearl,Orchid
19UDE4H36RA010873,Acura Integra,20000001,Acura,Integra,,4,0,32488,Automatic,A-Spec,2024,Gray,Ebony
5J8TC1H31ML006484,Acura RDX,20000004,Acura,RDX,,4,0,25888,Automatic,,2021,Majestic Black Pearl,Ebony
5J8TC2H52PL006067,Acura RDX,20000004,Acura,RDX,,4,0,41113,Automatic,AWD w/ Technology Package,2023,Majestic Black Pearl,Parchment
19UUB6F55PA000681,Acura TLX,20001152,Acura,TLX,Sedan,4,0,39288,Automatic,SH-AWD w/ A-SPEC Pkg,2023,Gray,Red
5J8TC1H67PL001854,Acura RDX,20000004,Acura,RDX,,4,0,40829,Automatic,w/ A-Spec Package,2023,Gray,Red
5J8YD9H4XPL007275,Acura MDX,20000002,Acura,MDX,,4,0,43995,Automatic,w/ Technology Package,2023,Silver,Black
5J8TC2H38PL004256,Acura RDX,20000004,Acura,RDX,,4,0,39984,Automatic,AWD,2023,Platinum White Pearl,Ebony
5J8YD8H83PL000147,Acura MDX,20000002,Acura,MDX,,4,0,57998,Automatic,Type S,2023,White,Ebony
5J8YE1H09PL020336,Acura MDX,20000002,Acura,MDX,,4,0,48997,Automatic,SH-AWD w/ A-Spec Package,2023,Majestic Black Pearl,Red
5J8TC2H63PL012355,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,43999,Automatic,AWD w/ A-Spec,2023,Performance Red Pearl,Ebony
5J8TC2H81PL009956,Acura RDX,20000004,Acura,RDX,,4,0,45988,Automatic,AWD w/ A-Spec &amp; Advance Pkg,2023,Blue,Orchid
5J8TC2H67NL011934,Acura RDX,20000004,Acura,RDX,,4,0,37951,Automatic,AWD w/ A-Spec,2022,Majestic Black Pearl,Ebony
19UUB7F05PA002098,Acura TLX,20001152,Acura,TLX,,4,0,50693,Automatic,Type S,2023,Platinum White Pearl,Red
5J8TC1H53ML021070,Acura RDX,20000004,Acura,RDX,,4,0,28551,Automatic,w/ Technology Package,2021,Gray,Ebony
5J8TC1H52ML010383,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,27888,Automatic,w/ Technology Package,2021,Majestic Black Pearl,Ebony
5J8TC1H51ML010391,Acura RDX,20000004,Acura,RDX,,4,0,26995,Automatic,w/ Technology Package,2021,Black,Ebony Prem
5J8YD9H30NL001098,Acura MDX,20000002,Acura,MDX,,4,0,35498,Automatic,,2022,Majestic Black Pearl,Parchment
19UUB6F54PA004107,Acura TLX,20001152,Acura,TLX,Sedan,4,0,41995,Automatic,SH-AWD w/ A-SPEC Pkg,2023,Majestic Black Pearl,Ebony
5J8YD9H30PL003050,Acura MDX,20000002,Acura,MDX,,4,0,43566,Automatic,,2023,Lunar Silver Metallic,Ebony
5J8YE1H36NL003999,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,36577,Automatic,SH-AWD,2022,Platinum White Pearl,Ebony
5J8TC2H79NL004881,Acura RDX,20000004,Acura,RDX,,4,0,36474,Automatic,AWD w/ Advance Package,2022,Phantom Violet Pearl,Ebony
19UDE4H30PA000353,Acura Integra,20000001,Acura,Integra,,4,0,29391,Automatic,A-Spec,2023,Majestic Black Pearl,Ebony
5J8TC1H52ML010173,Acura RDX,20000004,Acura,RDX,,4,0,29995,Automatic,w/ Technology Package,2021,Modern Steel Metal,Black
5J8YE1H84NL013765,Acura MDX,20000002,Acura,MDX,,4,0,42423,Automatic,SH-AWD w/ Advance Package,2022,Gray,Espresso
5J8YD9H4XNL004390,Acura MDX,20000002,Acura,MDX,,4,0,38995,Automatic,w/ Technology Package,2022,Majestic Black Pearl,Espresso
5J8TC1H51ML009161,Acura RDX,20000004,Acura,RDX,,4,0,27595,Automatic,w/ Technology Package,2021,Gray,Ebony
5J8TC1H50ML001360,Acura RDX,20000004,Acura,RDX,,4,0,29496,Automatic,w/ Technology Package,2021,Gunmetal Metallic,Black
5J8TC1H5XML000622,Acura RDX,20000004,Acura,RDX,,4,0,26699,Automatic,w/ Technology Package,2021,Modern Steel Metallic,Ebony
19UDE5G9XRA001654,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,54717,Manual,Type S,2024,Platinum White Pearl,Ebony
5J8YD9H48NL001472,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,38794,Automatic,w/ Technology Package,2022,Majestic Black Pearl,Ebony
19UUB1F39LA005121,Acura TLX,20001152,Acura,TLX,,4,0,19000,Automatic,,2020,Black,Tan
19UDE4H31PA008512,Acura Integra,20000001,Acura,Integra,,4,0,28999,Automatic,A-Spec,2023,Maroon,Creme
19UDE2F3XMA000475,Acura ILX,20001064,Acura,ILX,Sedan,4,0,22995,Automatic,,2021,Modern Steel Metallic,Ebony
19UUB5F6XMA009732,Acura TLX,20001152,Acura,TLX,,4,0,31383,Automatic,w/ Advance Package,2021,Performance Red Pearl,Ebony
19UUB5F52NA002136,Acura TLX,20001152,Acura,TLX,,4,0,33688,Automatic,w/ A-SPEC Pkg,2022,Gray,Red
5J8YD9H41NL004469,Acura MDX,20000002,Acura,MDX,,4,0,39290,Automatic,w/ Technology Package,2022,Platinum White Pearl,Ebony
5J8YE1H01NL003365,Acura MDX,20000002,Acura,MDX,,4,0,42853,Automatic,SH-AWD w/ A-Spec Package,2022,Apex Blue Pearl,Red
5J8TC1H31ML016853,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,23998,Automatic,,2021,Modern Steel,Ebony
19UUB2F68KA005285,Acura TLX,20001152,Acura,TLX,,4,0,22995,Automatic,V6 w/ Technology &amp; A-SPEC Pkg,2019,Gry,Red
19UUB5F58NA001752,Acura TLX,20001152,Acura,TLX,Sedan,4,0,35998,Automatic,w/ A-SPEC Pkg,2022,Performance Red,Ebony
19UUB2F37GA003685,Acura TLX,20001152,Acura,TLX,Sedan,4,0,12995,Automatic,V6,2016,Wht,Blk
5J8YD9H42NL000172,Acura MDX,20000002,Acura,MDX,,4,0,39967,Automatic,w/ Technology Package,2022,Blue,Black
19UDE4H62RA001775,Acura Integra,20000001,Acura,Integra,,4,0,34731,Automatic,A-Spec,2024,Majestic Black Pearl,Ebony
5J8YD3H55LL009452,Acura MDX,20000002,Acura,MDX,,4,0,26699,Automatic,w/ Technology Package,2020,Majestic Black Pearl,Ebony
5J8TC1H30ML005679,Acura RDX,20000004,Acura,RDX,,4,0,25000,Automatic,,2021,Gunmetal Metallic,Ebony
5J8TC2H80NL003644,Acura RDX,20000004,Acura,RDX,,4,0,37544,Automatic,AWD,2022,Platinum White Pearl,Red
5J8TC1H57ML007799,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,29881,Automatic,w/ Technology Package,2021,Silver,
19UUB5F40MA006854,Acura TLX,20001152,Acura,TLX,,4,0,27634,Automatic,w/ Technology Package,2021,Modern Steel Metallic,Ebony
5J8YE1H35NL002844,Acura MDX,20000002,Acura,MDX,,4,0,36450,Automatic,SH-AWD,2022,Majestic Black Pearl,Espresso
19UUB6F63MA008203,Acura TLX,20001152,Acura,TLX,,4,0,30899,Automatic,SH-AWD w/ Advance Package,2021,Modern Steel Metallic,Graystone
5J8YE1H0XNL036400,Acura MDX,20000002,Acura,MDX,,4,0,42885,Automatic,SH-AWD w/ A-Spec Package,2022,Majestic Black Pearl,Red
19UUB5F33MA010677,Acura TLX,20001152,Acura,TLX,,4,0,26499,Automatic,,2021,Blue,Tan
19UUB5F30MA003816,Acura TLX,20001152,Acura,TLX,,4,0,27038,Automatic,,2021,Platinum White Pearl,Parchment
19UDE4H61PA008648,Acura Integra,20000001,Acura,Integra,,4,0,30937,Automatic,A-Spec,2023,Majestic Black Pearl,Ebony
19UDE4H68PA025009,Acura Integra,20000001,Acura,Integra,,4,0,30888,Automatic,A-Spec,2023,White,Red
5J8YD9H48NL009605,Acura MDX,20000002,Acura,MDX,,4,0,37998,Automatic,w/ Technology Package,2022,Black,Black
19UUB5F31MA001010,Acura TLX,20001152,Acura,TLX,,4,0,27258,Automatic,,2021,Platinum White Pearl,Black
5J8YE1H8XNL003760,Acura MDX,20000002,Acura,MDX,,4,0,43998,Automatic,SH-AWD w/ Advance Package,2022,Gray,Black
5J8YD9H44RL002043,Acura MDX,20000002,Acura,MDX,,4,0,49142,Automatic,w/ Technology Package,2024,Liquid Carbon Metallic,Ebony
5J8YE1H03NL001469,Acura MDX,20000002,Acura,MDX,,4,0,43628,Automatic,SH-AWD w/ A-Spec Package,2022,Performance Red Pearl,Ebony
5J8YE1H04NL051023,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,45895,Automatic,SH-AWD w/ A-Spec Package,2022,Gray,Black
5J8YE1H01NL030002,Acura MDX,20000002,Acura,MDX,,4,0,41895,Automatic,SH-AWD w/ A-Spec Package,2022,Fathom Blue Pearl,Red
19UUB6F6XMA007386,Acura TLX,20001152,Acura,TLX,,4,0,33995,Automatic,SH-AWD w/ Advance Package,2021,White,Parchment
5J8YD3H36LL017056,Acura MDX,20000002,Acura,MDX,,4,0,25938,Automatic,,2020,Platinum White Pearl,Blk
5J8TC1H32ML008891,Acura RDX,20000004,Acura,RDX,,4,0,28999,Automatic,,2021,Platinum White Pea,Black
19UUB5F45MA011807,Acura TLX,20001152,Acura,TLX,,4,0,28888,Automatic,w/ Technology Package,2021,Sparkle Silver Met,Ebony
5J8TC2H63ML035274,Acura RDX,20000004,Acura,RDX,,4,0,30990,Automatic,AWD w/ A-Spec &amp; Technology Pkg,2021,Majestic Black Pearl,Ebony
19UDE2F72MA003213,Acura ILX,20001064,Acura,ILX,Sedan,4,0,24486,Automatic,w/ Premium Package,2021,Platinum White Pearl,Graystone
19UDE2F78MA006889,Acura ILX,20001064,Acura,ILX,,4,0,23378,Automatic,w/ Premium Package,2021,Modern Steel Metallic,Ebony
19UDE2F70MA002805,Acura ILX,20001064,Acura,ILX,Sedan,4,0,23600,Automatic,w/ Premium Package,2021,Gray,Black
5J8YD3H35LL010101,Acura MDX,20000002,Acura,MDX,,4,0,24929,Automatic,,2020,Modern Steel Metallic,Ebony
5J8YD9H4XNL000968,Acura MDX,20000002,Acura,MDX,,4,0,40556,Automatic,w/ Technology Package,2022,,
5J8TC1H6XLL016035,Acura RDX,20000004,Acura,RDX,,4,0,25888,Automatic,w/ A-Spec &amp; Technology Pkg,2020,White,Black
19UNC1B00KY000151,Acura NSX,20000003,Acura,NSX,Coupe,2,0,128888,Automatic,,2019,Thermal Orange Pearl,Indigo
5J8TC2H62ML031359,Acura RDX,20000004,Acura,RDX,,4,0,33999,Automatic,AWD w/ A-Spec &amp; Technology Pkg,2021,Modern Steel Metallic,Red
19UUB5F36MA015503,Acura TLX,20001152,Acura,TLX,,4,0,26995,Automatic,,2021,Lunar Silver Metallic,Ebony
5J8TC1H36LL014692,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,24864,Automatic,,2020,Platinum White Pearl,Ebony
5J8YD9H40NL004575,Acura MDX,20000002,Acura,MDX,,4,0,38194,Automatic,w/ Technology Package,2022,Lunar Silver Metallic,Ebony
5J8YD3H83LL000212,Acura MDX,20000002,Acura,MDX,,4,0,31351,Automatic,w/ Advance Package,2020,Gray,Ebony
5J8TC2H72ML038658,Acura RDX,20000004,Acura,RDX,,4,0,36826,Automatic,AWD w/ Advance Package,2021,Gray,Ebony
19UUB1F32LA007485,Acura TLX,20001152,Acura,TLX,,4,0,21375,Automatic,,2020,Silver,Ebony
19UUB5F51MA007178,Acura TLX,20001152,Acura,TLX,,4,0,33999,Automatic,w/ A-SPEC Pkg,2021,Apex Blue Pearl,Black
5J8YD3H56LL007791,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,27888,Automatic,w/ Technology Package,2020,White,Ebony
5J8TC1H79ML009751,Acura RDX,20000004,Acura,RDX,,4,0,34999,Automatic,w/ Advance Package,2021,Performance Red Pearl,Ebony
5J8TC2H57LL034912,Acura RDX,20000004,Acura,RDX,,4,0,29099,Automatic,w/ Technology Package,2020,Silver,Blk
5J8TC2H54ML022444,Acura RDX,20000004,Acura,RDX,,4,0,31999,Automatic,AWD w/ Technology Package,2021,Gray,Gray
5J8TC1H5XML011992,Acura RDX,20000004,Acura,RDX,,4,0,31866,Automatic,w/ Technology Package,2021,White,
19UUB6F35MA008130,Acura TLX,20001152,Acura,TLX,,4,0,28488,Automatic,SH-AWD,2021,Red,Parchment
19UDE2F73LA003851,Acura ILX,20001064,Acura,ILX,,4,0,20000,Automatic,w/ Premium Package,2020,Modern Steel Metallic,Espresso
19UUB5F59MA013892,Acura TLX,20001152,Acura,TLX,,4,0,32942,Automatic,w/ A-SPEC Pkg,2021,Apex Blue Pearl,Red
